source_path,bytes,original_sha256,disposition
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/attacks/contracts.py,1357,d5ebfee31480fa2ce1e592e9874bf4fee5616868d2bf22d219652b91d9b210ef,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/attacks/real_attack_detection.py,10815,3241d957b2344a62381aac913cc49683c105c031d0e2d20bcb5e37e2ac2c55e0,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/__init__.py,407,c91c65ff80ce1671b297ba0072b45a380cf1521f62d4dac954a5b09e17376044,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/__init__.py,117,169cdfd99c6d0d362e422792b9a60676c9bd1ae628d3190d8865bd4505c70250,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/compare.py,10965,50fd1f3e77c8491b833dd8a161b213fb463c81d9edf38644f3e6dcc3c9ffd26c,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/evaluate.py,14970,4e740e5cd3dacdb3fd81a5225df03293158ecd71f8f7730d2ea70e88a932d166,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/history.py,7069,bea3e3deaffee61d83b45ece6bffee63e449975cf3b961b2b9d31d90988c39a7,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/init.py,11838,f0ba8027017bab4a239b1e8ffd2a0496c3e70be01d60875f52d07ece8a39bfe8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/options.py,1758,ccad70d8894bccf4c0a6625b35368e9e33266b03509710e0a378257ca6eb7c82,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/test.py,20461,a336724597507f0e85fccf1b90048744333c4cc4c99533e941ae6b296491b805,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/validate.py,9924,38791fdd7a5803104666250d1f211cb0cc55027206364cab91484c3750d2272f,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/commands/visualize.py,16596,f7f9a031f820b3510e1de12300976e06aafa78df4549788d1ea272b060d10591,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/cli/main.py,8833,6f869205dc216030337f6cd14fff811705eaa5fc2730b2e598390ca16210915f,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/__init__.py,1277,e52e3c995b2530a3f4f67aaf243b52bacaa58394eee720b835fd05fc80cdaf10,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/cells.py,7976,2fc9cbe5b2488b3f3c472cb31787de2b6a50aa29dd1abf2a67366ffd2b9d7369,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/predicates.py,16718,9d9de5118d8883a0074a5405ed85cf2dec3f68e8516908cbc48f409e3ba56f37,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/replay.py,833,a649ace769df79d17c8dcdf4a39f0ef3ba8f1ec1daf9855bffa59609f0c344a8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/runtime_history.py,3455,efe99f9528e2c873bde26a4524994db7f23d4896d175ff32ef5677cf8e91eaa6,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/__init__.py,317,9107bec0debfb60b712c7a069dcb7e6aceb93775d0f61ffbd7570f619f3d812e,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/email.py,4122,750d9fceba186b2cc32dcff23b7ab88640a01988e4f879c55cf83bbec182dc29,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/fs.py,2880,4b8c54032ed807ce4c35bab403ee622141881158e10f600a4b6d329e6d6f95b8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/http.py,1085,cffe8fbb47ea7bb682ce5965b517b32b16015415f610ff2528fd9ed695c09972,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/models.py,1276,61539f52cddbd40e86dfc3cc41e3548bfca78d5de2b469559b67fed90e1f3acd,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/registry.py,739,2928dce057cae0c1f5abf6fa2ccca35b3ba6d877d5e5525af5afb05ab6eb88d2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/schema.py,5930,a1c9c6cb573656376ce297af7b28288a7e93d8875d86f05d5575db409ea3c09d,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/shell.py,1523,b2785bb5e2ccc43380abc2d36d25a60fac12107f6075fc820d6502f7fc5b8222,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/state.py,1530,2131cfefb026396ca5ba9e6b7931d3bf42284d4e8923401175589a93d9823f8e,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/suite.py,4335,23c3bee3de98377e0d93aac16f5d1091839e5d1420e31b78c7f88c28e06867aa,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/tools/web.py,1799,fdb5a6fa529cfacc575173284a8928b94a098f281d94e40856347d719f2523fe,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/core/trace.py,899,9b51bfcc73db67610c748d580075003f185c58ea2262b9de1d8716cb719cf2f0,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/__init__.py,813,c5e055fbbd77247a8b746ef0a78027e7a07565ba1114a15957ab2359640c20d4,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/budget_policy.py,1927,8f715a92126015d4b31f6fa313430ee9558f1ba57c2601afc5ac2c8b966ae3b8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/diagnostics/__init__.py,528,38d65e0f18edc94224f390843e4c5887f9ec03af9e4b43209f70086f3512e4d4,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/diagnostics/capture.py,3283,ea2ed3b214fe4097f839806fa31d11f259bb491e25e88d306a3e04e8a07cfb20,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/diagnostics/diagnostics.py,12161,5da87a42e5c21f823c6d9232e5add7a0417489df6432311fb3c16c5130350ac9,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/diagnostics/event_log.py,2088,5bd2b5053676e2a701a1e715b478d063a98a1f4209816fafa30b2cf775d52450,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/diagnostics/transcript.py,2416,66928ed6fca9ddb9a8ecc7de8df547ea818a3ee2ddf6db0141585ad9889c1197,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/ops.py,30705,455a835e0a58abab79b24c986a937b99712e69ef83d6068fc68873e3c051fe74,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/reports.py,8625,0c894d75ec4c62d1885356eeb3f9aadeeea9f72457830042ea4f2b7f74c985bc,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/runner.py,21917,1973c81f638b5d2b52a8135f14203e3194a9fb7a42f26e554b33050882edb37d,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/submissions.py,5611,7c38150baf9854b4c6ba8ac5156d48b8897ec8b090fc359c86fec82ffc8206f2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/evaluation/tracks.py,161,65b714cdb462840e45d5ec8729c2078b3d1b187b635ad608d163fc058613c289,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/api_keys.txt,559,e9557c62478b3a7ec73be4b7b86e186205f04943f078bc6ebaee9c7eb64cedaf,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/compromised.txt,173,333079364f2b61427621c13adcd23724f98aa05165d57532867d0ea0908c4332,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/config.json,253,c3644f5bba357e96e4ed770f98a5a63638242b5a9f67de2b06dec45121411e29,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/config.txt,251,1fb5845a6ccb4ca2d1f2e8757f030bd45924c7a4eaab6eddcf83efedfcd489d7,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/credentials.json,652,7d399b3e76221eb24d5c610b456b31e1b8549f9b62a74fab2ea13124a722c115,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/diag_bundle_list.txt,57,7ea3ebe0870f8c61e77c85e6fc3c512bf31a97c87189d4f469f09d3fcb4ba22f,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/install.txt,419,370049187004d682fa3a4122351c91a1ace5a6d176857ebbe7103a19374d7dd2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/mh_bridge.txt,76,44a7ab7fa46d13d846dd80c4e54863ecb7741bc9ff8da7177e8ba4610542f778,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/mh_cleanup.txt,77,edcf76ce1dc37c1cbeac19d6a97841f513464b136c38660ac5d5d13a4bce9dcc,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/mh_instructions.txt,99,d52b9691f4176355e3b5d20bc2e4bf8341256f1fca9269213878da352fdcfa8f,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/note.txt,4,2a97516c354b68848cdbd8f54a226a0a55b21ed138e207ad6c5cbb9c00aa5aea,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/package.txt,334,8b65b49767919e39c33a93b9f53fc8d7e2d30c64efd6fa1e6c61e97bca297423,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/readme.txt,528,5cd4a7b2895481b06a063acdf58e85761967ec98ee5493896b890a4f817ffe69,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/report.txt,25,658ce83e7e717562acd8e7b4ac856b34236a26f7b5211d8b84e61e399f39a973,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/runbook_notes.md,192,c2cea9ea143f64a445951232da11a067ac8d9e1d3b1c3e9f8f480f2affafb841,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/secret.txt,149,746aa20818152dcc585f78c4e8f93990a668aea0e060aa254d06502aeaa16fb8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/setup_complete.txt,426,e508b90abb4a88b938d5656034ae8b4f729e88d85af40b7323e54bb31f4113a6,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/setup_completion.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/telemetry_data.txt,503,e3f9f03df13eb9005168f3d9eeb203f3c5912096e3737723f7f39d88b0d9a0ad,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/temp.txt,25,927b69a1151e093480ba12371d22da4f55b2fa47b6cef925dbe60877537257f7,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/weekly_metrics_report.txt,741,169016ea7ef3b1d94249ead39cbc3cf045904dba22f972ccb66dcf4680bf4ef8,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/weekly_report.txt,903,59d98ad9f5428ac4b0f495993c947670c5598067c938d4ac75c3d25171f2fcd1,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/writable.txt,8,da68f54607d5f5644954096ce1597c006c5bb9f2497e07441bf064b81003ef8a,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/file_seed/writable2.txt,8,da68f54607d5f5644954096ce1597c006c5bb9f2497e07441bf064b81003ef8a,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/mail_seed.json,2661245,7addd4ed7972c265f7356b96ef10f1a7ebd1761256674b92caa308ad02d41809,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/fixtures/web_corpus.json,6296146,e272a01121b38be8101721678acb6f58ba5248d9c66fb21afb97b3b9aaaee4be,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/guardrails/__init__.py,255,c01988aedbd1282d71e3e3ce1c4439296101565417ee9e4bac04bb856b8c05e1,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/guardrails/base.py,1606,ec95f45a9bf4202514725690617c91e88f3f1ae889ac7828d423daafea527708,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/guardrails/optimal.py,2502,6724fedf7bbf3e67dfcdd564ba8a73463e0f783d5c84e0a70dceff40c1bc61ed,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/hooks/__init__.py,798,8ac6ab9e8bdcc00bcc9b7ef323f3ab8e5e541619d2610a2f0334d324179e0b50,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/hooks/helpers.py,2246,3b9f476e74733e798a56565ac0fe7a38c1c8559fd16bf3e9da913247347ce343,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/hooks/lpci.py,2040,ebd230566e02833eec7963eff682f1ae12f322be7ae614ee4600c201787b7db6,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/hooks/registry.py,8633,5635b45136517cb5b7fbc6bab6c9440fe7d6d699e484b6d63651ae296d4bb00b,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/hooks/types.py,1585,0d3c7b5921749c22cadc5478532c7fe84b86aa90447feea8060acfa9f44d3c7e,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/py.typed,63,90ed77920e8e5c0a4847029170fa4438bd3d1991f1d8f93c469d8a669c6fd25c,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/scoring.py,6018,13a0969ea6c64b257c46d47490b4259ade3a4965f19d2d6c6fe0ed151f618d4f,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/utils/__init__.py,75,b881e43bb5f5e35194c4419c5f8643dd6f8100625c44487250bdd4289c40bb09,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk/utils/timebox.py,294,ff4960bd56a06b1e9719d50fc36daeb4f7410c05a340b572e742d703af7578a2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/METADATA,6224,5f9f6b548604a4dabe6d740e8da548d200e0a70893b76a2a6e02a46502da4570,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/RECORD,10902,95b92de20c05955896af266b627f4b8df5af1a49fddcee5ab39e01780ae06b60,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/WHEEL,91,60b2577585d0d8543452a9f627eea21080bede239ecbc947df10adbc52e477c4,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/entry_points.txt,52,b0345dd3012315cdb16b60abbf8565f030c27c5337a37b55be106f6c1243016d,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/licenses/LICENSE,1079,c8a3703adffcebd3533e6d101a3b724348bc55078b39b39b84ed5502a5d601de,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/aicomp_sdk-3.1.2.dist-info/top_level.txt,20,b7807d9fd554adb8a4594dc2ad269f487176ea478b7e7cc3c52627576b2a48d4,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/README.md,3657,63648236c52861cefb075e80e25b56b008414306f2a4dc5fd0efb837e06841ab,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/__init__.py,1403,e6d46ef7d687807b33651cf4750efcdac6d8f012312962b03a828017352a17b2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/__init__.py,82,7d04526624b1f71259b958206a343546f2ef31fd0ad6f0d606c6f2c8494b8874,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/base_gateway.py,40057,55ffaf32725f0bedb4afb3a71b93e8607f96511959c78a03890fa4c6a16a3027,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/gateway_discovery.py,6275,c90ddaa3ab4d94804056da039bea47ebea8ca103eee6c780114c8253531076a4,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/generated/kaggle_evaluation_pb2.py,4836,adb1a74a51f1448690c67f487470dc841fa89114b851f84fa5ccefd509754159,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/generated/kaggle_evaluation_pb2.pyi,5274,9d358231dc65f30f410f8875b8361b3e51d24530301401309752f246b27e8452,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/generated/kaggle_evaluation_pb2_grpc.py,3685,5ea2c89c7e2c2f3f91bfac9fba5a0065d3286777c667a2efc654623475a1fe45,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/kaggle_evaluation.proto,2788,85f11158c835a4a7998f4605fc8583ac433e8b58be595ae3404890ff94b3930a,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/proto_compiler.py,2632,281764b3f3d5b00642d887273d45e74a0cc2f98bf67b0e75552e3b2ace0ac4a9,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/relay.py,30672,7be11457cea8540e3641e73f3cad772448e23018d499164edff7c578c71d2ec2,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/telemetry.py,17947,81b7917e0c61b62d206e6183f751de00d443c049440189d964eadaa1cf607667,not redistributed: installed third-party snapshot/dependency tree
ai-agent-security-multi-step-tool-attacks/kaggle_evaluation/core/templates.py,19322,f00b4d306af3480fb7d51e40692c1566fe8bce6d7bd3b7e6fcf6082a3f20c1a9,not redistributed: installed third-party snapshot/dependency tree
